ActivityIdentifier,CollectionDate,Latitude_dd,Longitude_dd,SiteNumber,chem_Azinphos-methyl,chem_Carbaryl,chem_Chlorpyrifos,chem_Diazinon,chem_Dieldrin,chem_Malathion,chem_Methyl parathion,chem_Thiobencarb,chem_Trifluralin,chem_gamma-HCH (Lindane)
nwisla.01.99900617,1999-06-10,30.38241445,-91.0942712,USGS-07379960,5e-04,0.333,0.028,0.978,5e-04,0.041,0.003,0.001,0.002,0.015
nwisla.01.99900626,1999-06-25,30.38241445,-91.0942712,USGS-07379960,5e-04,0.0015,0.002,0.03,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisla.01.99900715,1999-07-26,30.38241445,-91.0942712,USGS-07379960,5e-04,0.033,0.0086,0.0414,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisla.01.99900736,1999-08-11,30.38241445,-91.0942712,USGS-07379960,5e-04,0.18,0.0157,0.0953,5e-04,0.005,0.003,0.001,0.003,0.002
nwisla.01.99900782,1999-09-03,30.38241445,-91.0942712,USGS-07379960,5e-04,0.053,0.0085,0.0938,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000012,1999-10-14,42.4474568,-71.1380816,USGS-01102500,5e-04,0.023,0.002,0.0898,5e-04,0.0025,0.003,0.001,0.0025,0.002
nwisma.01.00000067,1999-10-28,42.4474568,-71.1380816,USGS-01102500,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000072,1999-10-25,41.13537426,-73.426231,USGS-01209710,5e-04,0.007,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000114,1999-11-15,42.4474568,-71.1380816,USGS-01102500,5e-04,0.004,0.002,0.0097,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000123,1999-11-10,41.13537426,-73.426231,USGS-01209710,5e-04,0.006,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000158,1999-11-29,42.4474568,-71.1380816,USGS-01102500,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000186,1999-12-07,42.4474568,-71.1380816,USGS-01102500,5e-04,0.0035,0.002,0.0171,5e-04,0.0025,0.003,0.001,0.003,0.002
nwisma.01.00000356,1999-12-20,41.13537426,-73.426231,USGS-01209710,5e-04,0.0015,0.002,0.0017,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000359,1999-12-28,42.4474568,-71.1380816,USGS-01102500,5e-04,0.0015,0.002,0.005,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000384,2000-01-06,41.13537426,-73.426231,USGS-01209710,5e-04,0.005,0.002,0.004,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000390,2000-01-11,42.4474568,-71.1380816,USGS-01102500,5e-04,0.0015,0.002,0.0083,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000597,2000-01-25,42.4474568,-71.1380816,USGS-01102500,5e-04,0.0015,0.002,0.0033,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000614,2000-02-07,42.4474568,-71.1380816,USGS-01102500,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000639,2000-02-07,41.13537426,-73.426231,USGS-01209710,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000657,2000-02-19,42.4474568,-71.1380816,USGS-01102500,5e-04,0.0015,0.002,0.0046,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000658,2000-02-22,42.4474568,-71.1380816,USGS-01102500,5e-04,0.0015,0.002,0.003,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000684,2000-03-09,41.13537426,-73.426231,USGS-01209710,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000690,2000-03-15,42.4474568,-71.1380816,USGS-01102500,5e-04,0.0075,0.002,0.0035,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000737,2000-03-28,42.4474568,-71.1380816,USGS-01102500,5e-04,0.208,0.002,0.0144,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000739,2000-03-29,42.0408333,-71.5155556,USGS-01112262,5e-04,0.0015,0.002,0.0139,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000740,2000-03-29,42.1197222,-71.45277778,USGS-011032058,5e-04,0.0015,0.002,0.0055,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000769,2000-04-04,42.45944444,-71.44277778,USGS-01097270,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000773,2000-04-05,42.2386111,-71.8244444,USGS-01109595,5e-04,0.0015,0.002,0.0033,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000774,2000-04-05,42.230372,-71.7109023,USGS-01110000,5e-04,0.0015,0.002,0.0073,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000775,2000-04-05,42.2625,-71.4633333,USGS-01097476,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000779,2000-04-06,42.22,-70.99888889,USGS-01105581,5e-04,0.0015,0.002,0.0062,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000780,2000-04-06,42.15871016,-71.15477349,USGS-01105504,5e-04,0.0015,0.002,0.0098,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000786,2000-04-07,42.42666667,-71.48527778,USGS-01096945,5e-04,0.004,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000789,2000-04-10,42.4474568,-71.1380816,USGS-01102500,5e-04,0.015,0.002,0.0147,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000790,2000-04-10,42.61777778,-71.4022222,USGS-01096544,5e-04,0.0015,0.002,0.0036,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000791,2000-04-11,43.3175833,-70.7389444,USGS-01072650,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000793,2000-04-11,43.40578889,-70.8507167,USGS-01072540,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000794,2000-04-12,43.18027778,-70.8894444,USGS-01072904,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000795,2000-04-12,43.1186111,-71.0222222,USGS-010734833,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000796,2000-04-13,43.25416667,-71.10277778,USGS-01072845,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000797,2000-04-13,43.0833333,-71.2333333,USGS-01073260,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000798,2000-04-12,43.09805556,-71.0594444,USGS-01073458,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000799,2000-04-14,43.22388889,-71.3461111,USGS-01089743,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000800,2000-04-14,43.02527778,-71.5047222,USGS-01090477,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000808,2000-04-14,41.13537426,-73.426231,USGS-01209710,5e-04,0.0035,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000812,2000-04-18,42.7933333,-71.4705556,USGS-01094161,5e-04,0.0015,0.002,0.0018,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000813,2000-04-18,42.8933333,-71.5141667,USGS-01094005,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000814,2000-04-18,42.78286636,-71.35367448,USGS-010965852,5e-04,0.0015,0.002,0.0022,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000815,2000-04-19,42.73305556,-71.6641667,USGS-0109650060,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000818,2000-04-20,42.4474568,-71.1380816,USGS-01102500,5e-04,0.004,0.002,0.0155,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000819,2000-04-21,42.1775987,-71.2008863,USGS-01105000,5e-04,0.0015,0.0032,0.0084,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000820,2000-04-21,41.94760015,-71.1767155,USGS-01109000,5e-04,0.0015,0.002,0.0015,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000822,2000-04-22,42.0336111,-70.9725,USGS-01106468,5e-04,0.044,0.0029,0.4,5e-04,0.0025,0.003,0.001,0.002,0.002
nwisma.01.00000831,2000-04-24,42.32944444,-71.63,USGS-01096710,5e-04,0.019,0.002,0.0726,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000835,2000-04-26,42.56953869,-71.0269974,USGS-01101500,5e-04,0.0015,0.002,0.0128,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000836,2000-04-26,42.4695404,-71.0069954,USGS-01102345,5e-04,0.0015,0.002,0.007,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000837,2000-04-27,42.41092507,-71.7911829,USGS-01095220,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000842,2000-04-26,41.13537426,-73.426231,USGS-01209710,5e-04,0.006,0.002,0.001,5e-04,0.0025,0.003,0.001,0.003,0.002
nwisma.01.00000849,2000-05-04,42.4474568,-71.1380816,USGS-01102500,5e-04,0.0015,0.002,0.0111,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000867,2000-05-15,42.4474568,-71.1380816,USGS-01102500,0.005,0.007,0.002,0.0206,5e-04,0.0025,0.003,0.001,0.0025,0.002
nwisma.01.00000876,2000-05-10,41.13537426,-73.426231,USGS-01209710,0.005,0.024,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000893,2000-05-26,41.13537426,-73.426231,USGS-01209710,5e-04,0.012,0.002,0.0037,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000909,2000-06-07,42.4474568,-71.1380816,USGS-01102500,5e-04,0.018,0.002,0.0428,5e-04,0.005,0.003,0.001,0.001,0.002
nwisma.01.00000952,2000-06-20,42.4474568,-71.1380816,USGS-01102500,5e-04,0.009,0.002,0.0206,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000972,2000-06-22,41.13537426,-73.426231,USGS-01209710,5e-04,0.019,0.002,0.0024,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00000983,2000-06-06,41.13537426,-73.426231,USGS-01209710,5e-04,1.54,0.002,0.022,5e-04,0.0025,0.003,0.001,0.005,0.002
nwisma.01.00001018,2000-07-13,42.4474568,-71.1380816,USGS-01102500,5e-04,0.069,0.002,0.0321,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00001057,2000-07-13,41.13537426,-73.426231,USGS-01209710,5e-04,0.008,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00001099,2000-07-27,42.4474568,-71.1380816,USGS-01102500,5e-04,0.091,0.002,0.146,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00001130,2000-08-07,42.22,-70.99888889,USGS-01105581,5e-04,0.0015,0.002,0.005,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00001131,2000-08-08,42.1775987,-71.2008863,USGS-01105000,5e-04,0.0015,0.002,0.0198,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00001132,2000-08-08,42.15871016,-71.15477349,USGS-01105504,5e-04,0.0015,0.002,0.0097,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00001135,2000-08-09,41.94760015,-71.1767155,USGS-01109000,5e-04,0.0015,0.002,0.0046,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00001136,2000-08-09,42.0336111,-70.9725,USGS-01106468,5e-04,0.25,0.0046,0.156,5e-04,0.025,0.003,0.001,0.001,0.0238
nwisma.01.00001137,2000-08-10,42.0408333,-71.5155556,USGS-01112262,5e-04,0.0015,0.002,0.0068,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00001138,2000-08-10,42.1197222,-71.45277778,USGS-011032058,5e-04,0.0015,0.002,0.0127,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00001152,2000-08-11,42.4474568,-71.1380816,USGS-01102500,5e-04,0.022,0.002,0.0212,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00001153,2000-08-11,42.2625,-71.4633333,USGS-01097476,5e-04,0.0015,0.002,0.004,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00001157,2000-07-26,41.13537426,-73.426231,USGS-01209710,5e-04,0.299,0.002,0.0794,5e-04,0.0025,0.003,0.001,0.006,0.002
nwisma.01.00001159,2000-08-01,41.13537426,-73.426231,USGS-01209710,5e-04,0.02,0.002,0.0254,5e-04,0.0025,0.003,0.001,0.002,0.002
nwisma.01.00001181,2000-08-14,42.61777778,-71.4022222,USGS-01096544,5e-04,0.0015,0.002,0.0572,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00001188,2000-08-15,42.45944444,-71.44277778,USGS-01097270,5e-04,0.064,0.002,0.0082,5e-04,0.0025,0.003,0.001,0.005,0.002
nwisma.01.00001189,2000-08-15,42.42666667,-71.48527778,USGS-01096945,0.112,0.308,0.002,0.0135,5e-04,0.0025,0.003,0.001,0.005,0.002
nwisma.01.00001192,2000-08-16,42.41092507,-71.7911829,USGS-01095220,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00001194,2000-08-16,42.2386111,-71.8244444,USGS-01109595,5e-04,0.011,0.002,0.187,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00001196,2000-08-17,42.230372,-71.7109023,USGS-01110000,5e-04,0.0015,0.002,0.0154,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00001197,2000-08-17,42.32944444,-71.63,USGS-01096710,5e-04,1.1,0.002,0.0166,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00001224,2000-08-21,42.4474568,-71.1380816,USGS-01102500,5e-04,0.015,0.002,0.0284,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00001225,2000-08-21,42.4474568,-71.1380816,USGS-01102500,5e-04,0.015,0.002,0.0258,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00001227,2000-08-22,42.56953869,-71.0269974,USGS-01101500,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00001228,2000-08-22,42.4695404,-71.0069954,USGS-01102345,5e-04,0.0015,0.002,0.0251,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00001231,2000-08-23,43.40578889,-70.8507167,USGS-01072540,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00001232,2000-08-23,43.3175833,-70.7389444,USGS-01072650,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00001236,2000-08-24,43.1186111,-71.0222222,USGS-010734833,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00001238,2000-08-24,43.09805556,-71.0594444,USGS-01073458,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00001241,2000-08-25,43.18027778,-70.8894444,USGS-01072904,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00001261,2000-08-29,43.25416667,-71.10277778,USGS-01072845,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00001262,2000-08-29,43.22388889,-71.3461111,USGS-01089743,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00001278,2000-08-30,43.0833333,-71.2333333,USGS-01073260,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00001279,2000-08-30,43.02527778,-71.5047222,USGS-01090477,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00001280,2000-08-31,42.78286636,-71.35367448,USGS-010965852,5e-04,0.0015,0.002,0.0022,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00001281,2000-08-31,42.7933333,-71.4705556,USGS-01094161,0.011,0.0015,0.0014,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00001282,2000-09-01,42.73305556,-71.6641667,USGS-0109650060,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00001290,2000-09-07,42.4474568,-71.1380816,USGS-01102500,5e-04,0.012,0.002,0.0178,5e-04,0.0025,0.003,0.001,0.003,0.002
nwisma.01.00001308,2000-08-30,41.13537426,-73.426231,USGS-01209710,5e-04,0.0015,0.002,0.001,5e-04,0.0025,0.003,0.001,0.001,0.002
nwisma.01.00001377,2000-09-20,42.4474568,-71.1380816,USGS-01102500,5e-04,0.054,0.002,0.18,5e-04,0.0025,0.003,0.001,0.0025,0.002
nwisma.01.00001474,2000-09-29,41.13537426,-73.426231,USGS-01209710,0.025,0.0205,0.0025,0.0025,0.0025,0.0135,0.003,0.0025,0.0045,0.002
nwisma.01.00001488,2000-09-15,41.13537426,-73.426231,USGS-01209710,5e-04,0.039,0.002,0.0044,5e-04,0.0025,0.003,0.001,0.002,0.002
nwisma.01.00100115,2000-11-17,41.13537426,-73.426231,USGS-01209710,0.025,0.0205,0.0025,0.0025,0.0025,0.0135,0.003,0.0025,0.0045,0.002
nwisma.01.00100155,2000-12-11,41.13537426,-73.426231,USGS-01209710,0.025,0.0205,0.0025,0.0025,0.0025,0.0135,0.003,0.0025,0.0045,0.002
nwisma.01.00100206,2001-01-31,41.13537426,-73.426231,USGS-01209710,0.025,0.0205,0.0025,0.0089,0.0025,0.0135,0.003,0.0025,0.0045,0.002
nwisma.01.00100238,2001-02-12,41.13537426,-73.426231,USGS-01209710,0.025,0.0205,0.0025,0.0025,0.0025,0.0135,0.003,0.0025,0.0045,0.002
nwisma.01.00100306,2001-03-16,41.13537426,-73.426231,USGS-01209710,0.025,0.0205,0.0025,0.0025,0.0025,0.0135,0.003,0.0025,0.0045,0.002
nwisma.01.00100315,2001-04-03,41.13537426,-73.426231,USGS-01209710,0.025,0.0205,0.0025,0.0025,0.0025,0.0135,0.003,0.0025,0.0045,0.002
nwisma.01.00100340,2001-04-27,41.13537426,-73.426231,USGS-01209710,0.025,0.0205,0.0025,0.0025,0.0025,0.0135,0.003,0.0025,0.0045,0.002
nwisma.01.00100398,2001-05-29,41.13537426,-73.426231,USGS-01209710,0.025,0.1,0.0025,0.0025,0.0025,0.0135,0.003,0.0025,0.0045,0.002
nwisma.01.00100421,2001-05-03,41.13537426,-73.426231,USGS-01209710,0.025,0.0205,0.0025,0.0025,0.0025,0.0135,0.003,0.0025,0.0045,0.002
nwisma.01.00100445,2001-06-07,41.13537426,-73.426231,USGS-01209710,0.025,0.005,0.0025,0.0025,0.0025,0.0135,0.003,0.0025,0.005,0.002
nwisma.01.00100695,2001-07-11,41.13537426,-73.426231,USGS-01209710,0.025,0.266,0.0025,0.0098,0.0025,0.0135,0.003,0.0025,0.0045,0.002
nwisma.01.00100816,2001-08-08,41.13537426,-73.426231,USGS-01209710,0.025,0.0205,0.0025,0.0018,0.0025,0.0135,0.003,0.0025,0.0045,0.002
nwisma.01.00100913,2001-09-04,41.13537426,-73.426231,USGS-01209710,0.025,0.0205,0.0025,0.0068,0.0025,0.0135,0.003,0.0025,0.0045,0.002
nwisma.01.00200005,2001-10-09,41.13537426,-73.426231,USGS-01209710,0.025,0.0142,0.0025,0.0025,0.0025,0.0135,0.003,0.0025,0.0045,0.002
nwisma.01.00200051,2001-11-26,42.4474568,-71.1380816,USGS-01102500,0.025,0.0205,0.0025,0.0073,0.0025,0.0135,0.003,0.0025,0.0045,0.002
nwisma.01.00200056,2001-11-30,41.13537426,-73.426231,USGS-01209710,0.025,0.015,0.0025,0.0025,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisma.01.00200078,2001-12-17,41.13537426,-73.426231,USGS-01209710,0.025,0.0142,0.0025,0.0025,0.0025,0.0135,0.003,0.0025,0.0045,0.002
nwisma.01.00200114,2002-01-29,41.13537426,-73.426231,USGS-01209710,0.025,0.0142,0.0025,0.0025,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisma.01.00200144,2002-02-26,41.13537426,-73.426231,USGS-01209710,0.025,0.0142,0.0025,0.0025,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisma.01.00200161,2002-03-21,41.13537426,-73.426231,USGS-01209710,0.025,0.0142,0.0025,0.0025,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisma.01.00200168,2002-03-29,41.13537426,-73.426231,USGS-01209710,0.025,0.0142,0.0025,0.0025,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisma.01.00200179,2002-04-05,41.13537426,-73.426231,USGS-01209710,0.025,0.0142,0.0025,0.0025,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisma.01.00200184,2002-04-15,42.4474568,-71.1380816,USGS-01102500,0.025,0.0205,0.0025,0.0025,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisma.01.00200203,2002-04-23,41.13537426,-73.426231,USGS-01209710,0.025,0.0142,0.0025,0.0025,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisma.01.00200204,2002-04-30,41.13537426,-73.426231,USGS-01209710,0.025,0.0142,0.0025,0.0019,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisma.01.00200207,2002-05-10,41.13537426,-73.426231,USGS-01209710,0.025,0.0284,0.0025,0.0025,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisma.01.00200210,2002-04-17,41.13537426,-73.426231,USGS-01209710,0.025,0.0142,0.0025,0.0025,0.0024,0.0135,0.003,0.0024,0.001,0.002
nwisma.01.00200226,2002-05-15,42.4474568,-71.1380816,USGS-01102500,0.025,0.008,0.0025,0.0224,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisma.01.00200231,2002-05-17,41.13537426,-73.426231,USGS-01209710,0.025,0.0142,0.0025,0.0078,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisma.01.00200281,2002-06-05,42.4474568,-71.1380816,USGS-01102500,0.025,0.013,0.0025,0.0197,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisma.01.00200284,2002-05-23,41.13537426,-73.426231,USGS-01209710,0.025,0.0284,0.0025,0.0145,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisma.01.00200286,2002-06-06,41.13537426,-73.426231,USGS-01209710,0.025,0.12,0.0025,0.0087,0.0024,0.0135,0.003,0.0024,0.004,0.002
nwisma.01.00200328,2002-07-08,41.13537426,-73.426231,USGS-01209710,0.025,0.0142,0.0025,0.0025,0.0024,0.06,0.003,0.0024,0.0045,0.002
nwisma.01.00200336,2002-06-28,41.13537426,-73.426231,USGS-01209710,0.025,0.03,0.0048,0.0033,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisma.01.00200337,2002-06-18,41.13537426,-73.426231,USGS-01209710,0.025,0.0142,0.0025,0.0028,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisma.01.00200341,2002-07-19,41.13537426,-73.426231,USGS-01209710,0.025,0.0142,0.0025,0.0025,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisma.01.00200342,2002-06-13,41.13537426,-73.426231,USGS-01209710,0.025,0.01,0.0025,0.0025,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisma.01.00200356,2002-07-25,42.4474568,-71.1380816,USGS-01102500,0.025,0.03,0.0025,0.0184,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisma.01.00200362,2002-07-26,41.13537426,-73.426231,USGS-01209710,0.025,0.0142,0.0025,0.0052,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisma.01.00200363,2002-07-30,41.13537426,-73.426231,USGS-01209710,0.025,0.0142,0.0025,0.0033,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisma.01.00200388,2002-08-12,42.4474568,-71.1380816,USGS-01102500,0.025,0.006,0.0025,0.005,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisma.01.00200407,2002-08-30,41.13537426,-73.426231,USGS-01209710,0.025,1.17,0.0025,0.003,0.0024,0.0135,0.003,0.0024,0.001,0.002
nwisma.01.00200408,2002-08-26,41.13537426,-73.426231,USGS-01209710,0.025,0.0142,0.0025,0.0025,0.0024,0.0135,0.003,0.0024,0.001,0.002
nwisma.01.00200411,2002-08-06,41.13537426,-73.426231,USGS-01209710,0.025,0.0142,0.0025,0.0017,0.0055,0.0135,0.003,0.0024,0.0045,0.002
nwisma.01.00200440,2002-09-10,42.4474568,-71.1380816,USGS-01102500,0.025,0.004,0.0025,0.0056,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisma.01.00200541,2002-09-09,41.13537426,-73.426231,USGS-01209710,0.025,0.0142,0.0025,0.0038,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisma.01.00200542,2002-09-24,41.13537426,-73.426231,USGS-01209710,0.025,0.0142,0.0025,0.0025,0.0024,0.0135,0.05,0.0024,0.0045,0.002
nwisma.01.00300049,2002-11-21,42.4474568,-71.1380816,USGS-01102500,0.025,0.0205,0.0025,0.0136,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisma.01.00300156,2003-02-12,42.4474568,-71.1380816,USGS-01102500,0.025,0.0205,0.0025,0.0025,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisma.01.00300356,2003-04-10,42.4474568,-71.1380816,USGS-01102500,0.025,0.0205,0.0025,0.0027,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisma.01.00300487,2003-05-08,42.4474568,-71.1380816,USGS-01102500,0.025,0.0205,0.0025,0.0025,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisma.01.00300668,2003-06-12,42.4474568,-71.1380816,USGS-01102500,0.025,0.017,0.0025,0.0093,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisma.01.00300817,2003-07-08,42.4474568,-71.1380816,USGS-01102500,0.025,0.022,0.0025,0.0036,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisma.01.00301393,2003-08-25,42.4474568,-71.1380816,USGS-01102500,0.025,0.039,0.0025,0.0105,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisma.01.00301469,2003-09-02,42.4474568,-71.1380816,USGS-01102500,0.025,0.011,0.0025,0.0025,0.0024,0.0135,0.003,0.0024,0.0045,0.002
nwisma.01.00400178,2003-11-12,42.4474568,-71.1380816,USGS-01102500,0.025,0.008,0.0025,0.0062,0.0045,0.0135,0.0075,0.005,0.0045,0.002
nwisma.01.00400223,2003-11-21,41.13537426,-73.426231,USGS-01209710,0.025,0.026,0.0025,0.0025,0.0045,0.0135,0.0075,0.005,0.0045,0.002
